championStats_abilityHaste,championStats_abilityPower,championStats_armor,championStats_armorPen,championStats_armorPenPercent,championStats_attackDamage,championStats_attackSpeed,championStats_bonusArmorPenPercent,championStats_bonusMagicPenPercent,championStats_ccReduction,championStats_cooldownReduction,championStats_health,championStats_healthMax,championStats_healthRegen,championStats_lifesteal,championStats_magicPen,championStats_magicPenPercent,championStats_magicResist,championStats_movementSpeed,championStats_omnivamp,championStats_physicalVamp,championStats_power,championStats_powerMax,championStats_powerRegen,championStats_spellVamp,currentGold,damageStats_magicDamageDone,damageStats_magicDamageDoneToChampions,damageStats_magicDamageTaken,damageStats_physicalDamageDone,damageStats_physicalDamageDoneToChampions,damageStats_physicalDamageTaken,damageStats_totalDamageDone,damageStats_totalDamageDoneToChampions,damageStats_totalDamageTaken,damageStats_trueDamageDone,damageStats_trueDamageDoneToChampions,damageStats_trueDamageTaken,goldPerSecond,jungleMinionsKilled,level,minionsKilled,participantId,position_x,position_y,timeEnemySpentControlled,totalGold,xp,timestamp,info_matchId
0,0,97,0,0,270,151,0,0,29,0,99,3321,34,3,0,0,72,390,0,0,94,100,0,0,1100,7434,2453,7510,117737,13540,25509,127504,17377,36173,2332,1384,3153,0,2,14,192,6,13898,4978,42311,11190,12399,1380447,EUW1_7275124164
0,0,97,0,0,284,151,0,0,44,0,3471,3471,34,3,0,0,72,390,0,0,29,100,0,0,136,7434,2453,7510,120074,13540,25509,129845,17377,36173,2335,1384,3153,0,2,14,197,6,12658,5648,42311,11401,12638,1440449,EUW1_7275124164
0,0,103,0,0,291,154,0,0,44,0,1544,3612,35,3,0,0,75,410,0,0,55,100,0,0,927,10292,3260,7510,134412,15856,29794,147040,20501,40459,2335,1384,3153,0,2,15,215,6,9093,1365,45115,12197,14374,1500453,EUW1_7275124164
0,0,133,0,0,296,154,0,0,44,0,3532,3532,35,0,0,0,75,575,0,0,0,100,0,0,54,10292,3260,9067,134412,15856,29904,147040,20501,42125,2335,1384,3153,0,2,15,215,6,13222,12758,45115,12319,14374,1560474,EUW1_7275124164
0,0,140,0,0,303,157,0,0,44,0,0,3676,37,0,0,0,77,390,0,0,80,100,0,0,529,11162,4028,11815,143838,17792,32268,157336,23206,47340,2335,1384,3255,0,2,16,222,6,7687,13610,49024,12794,15366,1620482,EUW1_7275124164
0,0,140,0,0,303,157,0,0,44,0,3670,3676,37,0,0,0,77,410,0,0,25,100,0,0,680,11162,4028,11815,144709,17792,32286,158207,23206,47358,2335,1384,3255,0,2,16,224,6,3548,13167,49157,12944,15553,1680488,EUW1_7275124164
0,0,140,0,0,303,157,0,0,44,0,3676,3676,37,0,0,0,77,390,0,0,0,100,0,0,998,11162,4028,13494,152232,18839,33811,165730,24253,51078,2335,1384,3773,0,2,16,231,6,10787,10860,50293,13263,15924,1740500,EUW1_7275124164
0,0,146,0,0,331,161,0,0,44,0,0,3824,39,0,0,0,80,390,0,0,83,100,0,0,637,12222,4958,18961,160199,21113,34754,178377,31076,61561,5955,5004,7845,0,2,17,234,6,4868,8784,52453,13951,17388,1800517,EUW1_7275124164
0,0,146,0,0,331,161,0,0,44,0,3811,3824,39,0,0,0,80,410,0,0,8,100,0,0,956,12222,4958,18961,169891,21113,34929,188069,31076,61736,5955,5004,7845,0,2,17,243,6,10251,1284,59602,14270,17775,1860518,EUW1_7275124164
0,0,146,0,0,331,161,0,0,44,0,2491,3824,39,0,0,0,80,410,0,0,33,100,0,0,1365,12222,4958,20393,172184,21113,34974,190434,31076,63213,6027,5004,7845,0,2,17,245,6,6326,4912,59602,14684,17856,1920521,EUW1_7275124164
0,0,166,0,0,356,161,0,0,44,0,0,3824,39,0,0,0,80,390,0,0,0,100,0,0,262,12685,5421,22353,172707,21635,36335,191420,32062,66635,6027,5004,7946,0,2,17,245,6,6351,4977,61106,14807,17951,1980528,EUW1_7275124164
0,0,173,0,0,364,164,0,0,44,0,3953,3977,41,0,0,0,82,410,0,0,51,100,0,0,658,12685,5421,22353,184593,21635,36394,203306,32062,66708,6027,5004,7960,0,2,18,257,6,10417,1593,61273,15202,18694,2040529,EUW1_7275124164
0,0,173,0,0,364,164,0,0,44,0,0,3977,41,0,0,0,82,390,0,0,100,100,0,0,1128,13148,5885,25742,197230,22311,37034,216406,33201,71709,6027,5004,8932,0,2,18,269,6,11084,4766,63517,15672,19375,2100553,EUW1_7275124164
0,0,173,0,0,364,164,0,0,44,0,0,3977,41,0,0,0,82,390,0,0,85,100,0,0,1146,13148,5885,25742,197230,22311,37034,216406,33201,71709,6027,5004,8932,0,2,18,269,6,11084,4766,63517,15690,19375,2109423,EUW1_7275124164
0,0,29,0,0,25,100,0,0,0,0,610,610,0,0,0,0,32,345,0,0,280,280,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,14539,14394,0,500,0,0,EUW1_7275124164
0,9,29,0,0,61,100,0,0,0,0,620,620,10,0,0,0,32,348,0,0,280,280,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11810,7321,0,500,0,60017,EUW1_7275124164
0,9,29,0,0,61,100,0,0,0,0,437,620,10,0,0,0,32,348,0,0,251,280,14,0,41,0,0,0,536,0,495,2257,0,495,1720,0,0,0,0,1,0,7,9584,9100,0,541,0,120032,EUW1_7275124164
0,9,32,0,0,63,101,0,0,0,0,694,694,11,0,0,0,33,537,0,0,310,310,14,0,179,0,0,305,1288,0,1382,4658,0,1789,3369,0,102,0,4,2,0,7,13810,13330,835,754,350,180044,EUW1_7275124164
0,24,35,0,0,65,103,0,0,0,0,737,772,12,0,0,0,35,359,0,0,251,341,48,0,511,718,0,836,2480,0,1745,9664,0,2684,6466,0,102,0,12,3,0,7,11543,4199,10187,1086,838,240066,EUW1_7275124164
0,9,35,0,0,65,103,0,0,0,0,772,772,12,0,0,0,35,567,0,0,341,341,15,0,490,1264,220,1274,2932,13,2077,12686,233,3481,8489,0,130,0,15,3,0,7,14340,14391,18939,1365,1035,300144,EUW1_7275124164
0,24,35,0,0,65,123,0,0,0,0,711,922,12,0,0,0,35,299,0,0,187,341,72,0,137,1463,220,1274,3256,13,2605,14871,233,4009,10150,0,130,0,15,3,0,7,9918,4601,19039,1487,1035,360148,EUW1_7275124164
0,25,38,0,0,67,125,0,0,0,0,963,1003,13,0,0,0,36,424,0,0,211,375,53,0,405,2506,220,1355,4349,13,3562,20524,233,5064,13668,0,146,0,19,4,0,7,10293,5412,28759,1755,1547,420149,EUW1_7275124164
0,9,41,0,0,70,106,0,0,0,0,625,1088,14,0,0,0,38,381,0,0,409,409,17,0,643,2628,220,1355,4770,13,4076,22078,233,5578,14679,0,146,0,23,5,1,7,6969,7803,32384,1998,1983,480176,EUW1_7275124164
0,29,45,0,0,72,108,0,0,0,0,1042,1175,16,0,0,0,40,386,0,0,414,445,125,0,918,2986,220,1456,5538,13,4617,26775,233,6221,18250,0,146,0,27,6,3,7,11320,3662,35826,2273,2469,540212,EUW1_7275124164
0,11,45,0,0,72,108,0,0,0,0,990,1175,16,0,0,0,40,557,0,0,445,445,112,0,1252,6362,1099,1576,5638,113,4888,30251,1213,6611,18250,0,146,0,27,6,7,7,14340,14391,61946,2607,2770,600236,EUW1_7275124164
0,29,60,0,0,72,128,0,0,0,0,692,1175,16,0,0,0,40,509,0,0,310,445,63,0,552,7083,1228,2078,5953,144,5153,34369,1373,7378,21331,0,146,0,29,6,7,7,4455,9608,63448,2782,2960,660248,EUW1_7275124164
0,11,74,0,0,75,110,0,0,0,0,1233,1266,17,0,0,0,41,397,0,0,384,483,51,0,224,8568,1228,2118,6848,144,5466,41054,1373,7731,25636,0,146,0,33,7,7,7,11208,8527,72588,3129,3435,720272,EUW1_7275124164
0,14,78,0,0,78,112,0,0,0,0,1359,1359,19,0,0,0,43,209,0,0,434,522,19,0,571,9078,1228,2487,7405,144,5501,45813,1373,8135,29329,0,146,0,41,8,7,7,9859,8882,74826,3476,4104,780298,EUW1_7275124164
0,15,78,0,0,78,112,0,0,0,0,1359,1359,100,0,0,0,88,569,0,0,522,522,19,0,138,13420,1228,2487,9431,144,6577,62463,1373,9211,39611,0,146,0,53,8,7,7,13862,13399,108200,3893,4920,840313,EUW1_7275124164
0,15,82,0,0,81,115,0,0,0,0,1248,1456,20,0,0,0,90,139,0,0,514,563,20,0,370,15509,1228,2819,9932,144,6714,68520,1373,9680,43079,0,146,0,57,9,8,7,8108,7894,125912,4130,5203,900321,EUW1_7275124164
0,15,82,0,0,81,115,0,0,0,0,1456,1456,20,0,0,0,110,397,0,0,563,563,20,0,278,16681,1277,4522,9932,144,6887,73548,2878,13181,46935,1456,1771,0,57,9,12,7,12158,9079,136249,4439,5424,960343,EUW1_7275124164
0,16,86,0,0,84,117,0,0,0,0,1556,1556,22,0,0,0,112,397,0,0,601,605,133,0,832,18880,1277,4758,11042,144,7322,85121,2878,13852,55197,1456,1771,0,65,10,18,7,11403,6740,148525,4992,6374,1020368,EUW1_7275124164
0,16,86,0,0,84,117,0,0,0,0,1004,1556,22,0,0,0,112,397,0,0,563,605,146,0,1029,19747,1493,5356,11508,144,8022,90808,3135,15534,59551,1496,2155,0,65,10,19,7,11908,4784,163121,5189,6374,1080393,EUW1_7275124164
0,16,86,0,0,84,117,0,0,0,0,1486,1756,44,0,0,0,127,397,0,0,482,605,57,0,662,22391,1986,6498,12647,196,9153,100792,3719,17837,65753,1536,2185,0,69,10,22,7,7932,10656,180507,5672,7200,1140412,EUW1_7275124164
0,16,90,0,0,87,119,0,0,0,0,2059,2059,171,0,0,0,129,397,0,0,648,648,22,0,114,24491,1986,6849,13685,196,9422,110885,3719,18457,72708,1536,2185,0,77,11,22,7,7399,11650,206842,5999,7810,1200431,EUW1_7275124164
0,16,90,0,0,87,119,0,0,0,0,1653,2059,48,0,0,0,129,397,0,0,360,648,22,0,378,25577,2574,7549,14079,269,10154,115723,4492,19890,76066,1648,2185,0,77,11,23,7,5615,13284,213769,6263,8198,1260434,EUW1_7275124164
0,16,65,0,0,87,119,0,0,29,0,2059,2059,48,0,0,0,149,681,0,0,607,648,22,0,40,25912,2909,8376,14079,269,11150,116059,4827,21960,76066,1648,2434,0,77,11,23,7,12224,10150,215005,6385,8198,1320446,EUW1_7275124164
0,18,70,0,0,90,122,0,0,29,0,1206,2166,51,0,0,0,152,491,0,0,693,693,143,0,502,27887,3154,9878,14772,269,11804,124875,5072,24119,82215,1648,2435,0,81,12,24,7,11833,5928,227748,6847,9154,1380447,EUW1_7275124164
0,19,70,0,0,90,122,0,0,29,0,1454,2166,51,0,0,0,152,401,0,0,666,693,150,0,749,28976,3950,10239,15017,460,12147,126249,6099,24888,82255,1688,2501,0,81,12,24,7,7716,10927,233051,7094,9639,1440449,EUW1_7275124164
0,19,74,0,0,93,124,0,0,29,0,2275,2275,191,0,0,0,154,461,0,0,686,739,39,0,1156,30902,3950,10239,16093,460,13192,138603,6099,25932,91607,1688,2501,0,89,13,25,7,5871,12597,241482,7506,10301,1500453,EUW1_7275124164
0,19,75,0,0,93,144,0,0,29,0,2275,2275,191,0,0,0,154,434,0,0,626,739,56,0,1445,34222,3950,10239,16997,460,13578,149483,6099,26318,98264,1688,2501,0,93,13,30,7,12352,6505,265167,7800,10777,1560474,EUW1_7275124164
0,19,119,0,0,97,127,0,0,29,0,0,2388,58,0,0,0,156,397,0,0,548,787,26,0,966,34939,4353,11579,17327,460,14964,152290,6502,29183,100024,1688,2639,0,97,14,30,7,7944,14031,279194,8196,11953,1620482,EUW1_7275124164
0,19,129,0,0,97,147,0,0,29,0,2573,2588,58,0,0,0,156,434,0,0,721,787,43,0,233,37638,4353,11579,18303,460,15370,159703,6502,29589,103761,1688,2639,0,101,14,31,7,7944,10011,285974,8463,12245,1680488,EUW1_7275124164
0,19,129,0,0,97,127,0,0,29,0,2588,2588,58,0,0,0,156,397,0,0,742,787,26,0,521,40693,4431,11579,19102,460,15745,173667,6581,29964,113872,1688,2639,0,109,14,31,7,10380,12105,299557,8751,12811,1740500,EUW1_7275124164
0,61,134,0,0,126,129,0,0,29,0,1347,2703,62,0,0,0,159,397,0,0,679,837,27,0,1137,41996,4854,12867,19445,460,18068,181338,7003,33792,119896,1688,2857,0,113,15,31,7,6966,7406,304218,9367,14669,1800517,EUW1_7275124164
0,89,139,0,0,129,132,0,0,29,0,2822,2822,235,0,0,0,161,407,0,0,864,887,34,0,1609,46923,4854,12952,21229,460,18745,199070,7003,34597,130918,1688,2899,0,125,16,31,7,10905,4830,328103,9839,15338,1860518,EUW1_7275124164
0,61,179,0,0,129,132,0,0,29,0,3022,3022,247,0,0,0,161,397,0,0,887,887,28,0,378,47996,4854,12952,21686,460,18745,204182,7003,34597,134499,1688,2899,0,129,16,31,7,6992,6489,339074,10208,15598,1920521,EUW1_7275124164
0,19,179,0,0,104,132,0,0,29,0,0,3022,66,0,0,0,161,397,0,0,629,887,28,0,606,50894,5557,15616,22618,497,19776,213393,7783,38800,139880,1728,3406,0,133,16,31,7,10622,10403,358515,10436,16166,1980528,EUW1_7275124164
0,19,179,0,0,104,132,0,0,29,0,3022,3022,99,0,0,0,161,487,0,0,864,887,34,0,28,50894,5557,15616,22618,497,19776,213393,7783,38800,139880,1728,3406,0,133,16,31,7,10363,6158,358782,10633,16397,2040529,EUW1_7275124164
0,47,179,0,0,104,132,0,0,29,0,0,3022,99,0,0,0,161,407,0,0,655,887,86,0,151,52740,6935,18077,22618,497,20702,215423,9161,42308,140065,1728,3529,0,133,16,31,7,11089,4867,371753,10755,16397,2100553,EUW1_7275124164
0,47,179,0,0,104,132,0,0,29,0,0,3022,99,0,0,0,161,407,0,0,655,887,86,0,168,52740,6935,18077,22618,497,20702,215423,9161,42308,140065,1728,3529,0,133,16,31,7,11089,4867,371753,10773,16397,2109423,EUW1_7275124164
0,0,23,0,0,25,100,0,0,0,0,607,607,0,0,0,0,30,335,0,0,475,475,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,14503,14275,0,500,0,0,EUW1_7275124164
0,36,23,0,0,53,100,0,0,0,0,707,707,12,0,0,0,30,335,0,0,475,475,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9957,7121,0,500,0,60017,EUW1_7275124164
0,36,23,0,0,53,100,0,0,0,0,627,707,12,0,0,0,30,335,0,0,353,525,16,0,97,627,217,0,537,131,102,1205,389,102,40,40,0,0,0,1,3,8,8391,7611,6450,597,246,120032,EUW1_7275124164
0,36,29,0,0,57,102,0,0,0,0,587,889,93,0,0,0,31,335,0,0,155,594,18,0,430,1632,441,263,1747,131,313,3443,636,577,63,63,0,0,0,3,15,8,8256,7982,11060,930,829,180044,EUW1_7275124164
0,36,33,0,0,59,104,0,0,0,0,292,986,14,0,0,0,32,335,0,0,91,692,19,0,776,2959,834,434,2793,215,730,5874,1170,1165,121,121,0,0,0,4,25,8,9340,9116,16204,1276,1446,240066,EUW1_7275124164
0,81,36,0,0,62,106,0,0,0,0,792,1086,15,0,0,0,34,335,0,0,509,742,20,0,133,4100,1173,710,3682,303,1127,7934,1629,1837,151,151,0,0,0,5,30,8,7147,6986,25699,1483,2003,300144,EUW1_7275124164
0,81,40,0,0,64,107,0,0,0,0,534,1191,16,0,0,0,35,335,0,0,300,793,22,0,416,7374,1536,1130,4222,303,1164,11783,2025,2295,185,185,0,0,0,6,39,8,9118,6203,35352,1766,2556,360148,EUW1_7275124164
0,101,40,0,0,64,107,0,0,0,0,797,1191,16,0,0,0,35,335,0,0,465,818,22,0,360,9583,1752,1444,4502,303,1198,14308,2279,2642,223,223,0,0,0,6,48,8,7596,7358,41632,2110,2994,420149,EUW1_7275124164
0,101,44,0,0,67,109,0,0,0,0,196,1299,17,0,0,0,36,335,0,0,118,870,23,0,1040,13140,2456,2106,4906,350,1607,18311,3071,3714,264,264,0,0,0,7,56,8,7200,7327,55096,2790,3624,480176,EUW1_7275124164
0,123,48,0,0,70,111,0,0,0,0,1243,1412,18,0,0,0,37,360,0,0,1118,1198,25,0,209,17146,2456,2106,5274,350,1655,22685,3071,3761,264,264,0,0,0,8,65,8,7088,6848,66319,3059,4161,540212,EUW1_7275124164
0,146,48,0,0,70,111,0,0,0,0,0,1462,18,0,0,0,37,360,0,0,821,1198,25,0,70,19493,2963,2895,5472,397,2273,25275,3670,5222,309,309,52,0,0,8,67,8,7382,7263,70996,3270,4471,600236,EUW1_7275124164
0,146,48,0,0,70,111,0,0,0,0,0,1462,18,0,0,0,37,360,0,0,1045,1198,25,0,203,21828,2963,4628,5548,397,2273,27686,3670,6954,309,309,52,0,0,8,71,8,8214,8788,78053,3478,4873,660248,EUW1_7275124164
0,146,53,0,0,73,113,0,0,0,0,591,1578,19,0,0,0,38,360,0,0,1181,1227,26,0,374,22443,2963,5672,5704,397,2416,28457,3670,8162,309,309,72,0,0,9,74,8,9197,8851,85992,3649,5118,720272,EUW1_7275124164
0,149,53,0,0,73,113,0,0,0,0,1182,1578,19,0,0,0,38,545,0,0,1527,1527,26,0,117,26651,2963,6253,6172,397,2424,33133,3670,8750,309,309,72,0,0,9,86,8,14034,13866,93909,4042,5865,780298,EUW1_7275124164
0,150,57,0,0,76,115,0,0,0,0,1628,1698,20,0,0,0,40,428,0,0,1086,1557,28,0,414,31701,3687,6253,6331,397,2424,38394,4446,8750,361,361,72,0,0,10,93,8,12886,3390,104697,4339,6422,840313,EUW1_7275124164
0,150,57,0,0,76,115,0,0,0,0,1698,1698,20,0,0,0,60,480,0,0,1488,1557,28,0,136,32294,4281,8003,6476,542,2686,39132,5184,10790,361,361,99,0,0,10,93,8,12350,11822,113804,4461,6422,900321,EUW1_7275124164
0,154,57,0,0,76,115,0,0,0,0,1047,1698,20,0,0,0,60,360,0,0,1253,1557,28,0,519,39889,4921,8683,7385,645,2872,47688,5979,11677,412,412,121,0,0,10,105,8,7043,6888,128552,4844,7096,960343,EUW1_7275124164
0,155,57,0,0,76,115,0,0,29,0,1506,1698,20,0,0,0,60,380,0,0,1499,1557,28,0,103,41191,5494,9270,7467,645,2962,49219,6604,12589,560,464,356,0,0,10,106,8,10821,10468,134668,5103,7224,1020368,EUW1_7275124164
0,171,62,0,0,79,117,0,0,29,0,0,1822,21,0,0,0,61,380,0,0,1247,1588,30,0,196,45026,5726,10945,7883,645,3221,53525,6892,14522,616,520,356,0,0,11,114,8,8394,7336,143888,5596,8087,1080393,EUW1_7275124164
0,171,62,0,0,79,117,0,0,29,0,1822,1822,21,0,0,0,61,380,0,0,1460,1588,30,0,368,45709,5726,10945,8081,645,3221,54407,6892,14522,616,520,356,0,0,11,114,8,13798,4645,145057,5768,8296,1140412,EUW1_7275124164
0,187,67,0,0,82,119,0,0,29,0,2099,2099,22,0,0,0,62,595,0,0,1620,1620,31,0,285,52747,7178,12760,8081,645,3383,61500,8399,16638,671,575,494,0,0,12,121,8,14340,14391,165578,6085,8668,1200431,EUW1_7275124164
0,195,67,0,0,82,119,0,0,29,0,913,2099,22,0,0,0,62,380,0,0,1067,1620,31,0,683,58555,8353,13091,8501,714,4656,67787,9702,18243,730,634,494,0,0,12,128,8,5598,13294,177247,6483,9380,1260434,EUW1_7275124164
0,235,72,0,0,85,121,0,0,29,0,0,2281,24,0,0,0,64,380,0,0,917,1653,33,0,42,59719,9517,14002,8501,714,4883,69009,10924,19500,788,692,615,0,0,13,128,8,4545,12498,179501,7242,10120,1320446,EUW1_7275124164
0,245,72,0,0,85,121,0,0,29,0,655,2281,24,0,0,0,64,380,0,0,1643,1653,248,0,265,61572,11114,15776,8562,775,4883,70987,12646,21315,852,756,655,0,0,13,129,8,13066,5808,182822,7465,10688,1380447,EUW1_7275124164
0,254,72,0,0,85,121,0,0,29,0,241,2281,24,0,0,0,64,380,0,0,1653,1653,248,0,904,68327,11887,18185,8883,823,4993,78129,13533,23871,918,822,692,0,0,13,138,8,11015,10182,199857,8104,11263,1440449,EUW1_7275124164
0,264,77,0,0,89,124,0,0,29,0,2252,2516,25,0,0,0,65,380,0,0,1633,1687,35,0,256,72953,11887,18185,9060,823,5021,82932,13533,23899,918,822,692,0,0,14,144,8,3731,10762,206270,8331,11539,1500453,EUW1_7275124164
0,264,77,0,0,89,124,0,0,29,0,2516,2516,25,0,0,0,85,380,0,0,1582,1687,35,0,236,82173,11887,20019,9432,823,5067,92525,13533,25850,918,822,763,0,0,14,155,8,6924,13156,219664,8711,12221,1560474,EUW1_7275124164
0,250,77,0,0,89,124,0,0,29,0,0,2426,25,0,0,0,85,380,0,0,1369,1687,35,0,176,87520,14719,20985,9432,823,6731,97939,16432,28550,985,889,833,0,0,14,156,8,4185,13166,229384,8891,12353,1620482,EUW1_7275124164
0,250,77,0,0,89,124,0,0,29,0,2426,2426,25,0,0,0,85,380,0,0,1426,1687,35,0,599,92149,14719,20985,9686,823,6731,102821,16432,28550,985,889,833,0,0,14,165,8,10234,7665,232791,9319,12900,1680488,EUW1_7275124164
0,270,82,0,0,92,126,0,0,29,0,2566,2566,26,0,0,0,92,380,0,0,1602,1722,37,0,71,100113,14719,20985,10042,823,6731,111142,16432,28550,985,889,833,0,0,15,174,8,9381,13010,241925,9666,13543,1740500,EUW1_7275124164
0,364,88,0,0,121,128,0,0,29,0,861,2709,27,0,0,0,93,380,0,0,774,1759,39,0,1766,106483,19101,22242,10536,930,7657,118153,21070,30861,1133,1037,961,0,0,16,174,8,6490,7386,247045,11360,15257,1800517,EUW1_7275124164
0,429,88,0,0,121,128,0,0,29,0,2709,2709,190,0,0,0,93,380,0,0,1618,1759,39,0,982,113521,19101,22242,11023,930,7690,125916,21070,30894,1371,1037,961,0,0,16,184,8,3949,13332,259819,11777,15844,1860518,EUW1_7275124164
0,429,93,0,0,125,178,0,0,29,0,879,2856,29,0,0,0,95,151,0,0,1521,1796,41,0,1353,126070,21795,24798,11500,930,8021,141156,25840,35825,3585,3115,3005,0,0,17,192,8,6642,6214,287936,12147,16526,1920521,EUW1_7275124164
0,432,93,0,0,100,131,0,0,29,0,2856,2856,29,0,0,0,110,609,0,0,1796,1796,41,0,75,126070,21795,25493,11500,930,8021,141442,26126,36805,3870,3400,3291,0,0,17,192,8,13537,13012,287936,12269,16526,1980528,EUW1_7275124164
0,424,93,0,0,100,131,0,0,29,0,0,2856,29,0,0,0,110,380,0,0,1289,1796,41,0,658,132188,23536,28741,11603,1032,8021,147740,28048,40094,3948,3478,3332,0,0,17,196,8,9598,9682,306744,12852,17469,2040529,EUW1_7275124164
0,424,93,0,0,100,131,0,0,29,0,2856,2856,29,0,0,0,110,380,0,0,1318,1796,41,0,785,134604,25952,29155,11690,1119,8021,150753,31061,40508,4458,3988,3332,0,0,17,196,8,13104,4337,312814,12980,17469,2100553,EUW1_7275124164
0,424,93,0,0,100,131,0,0,29,0,2856,2856,29,0,0,0,110,380,0,0,1357,1796,41,0,802,134604,25952,29155,11690,1119,8021,150763,31071,40508,4468,3998,3332,0,0,17,196,8,13206,4430,312814,12997,17469,2109423,EUW1_7275124164
0,0,24,0,0,25,100,0,0,0,0,655,655,0,0,0,0,30,330,0,0,300,300,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,14404,14201,0,500,0,0,EUW1_7275124164
0,0,24,0,0,82,100,0,0,0,0,662,745,7,3,0,0,30,330,0,0,300,300,12,0,0,0,0,96,0,0,0,0,0,96,0,0,0,0,0,1,0,9,12292,4962,0,500,0,60017,EUW1_7275124164
0,0,24,0,0,82,100,0,0,0,0,653,745,7,3,0,0,30,330,0,0,239,300,12,0,132,0,0,96,1282,199,90,1282,199,186,0,0,0,0,0,1,5,9,12401,2085,0,632,180,120032,EUW1_7275124164
0,0,27,0,0,87,100,0,0,0,0,268,832,8,3,0,0,30,330,0,0,272,336,96,0,1108,0,0,404,4030,1423,505,4030,1423,921,0,0,12,0,0,2,12,9,12566,2190,2705,1608,564,180044,EUW1_7275124164
0,0,30,0,0,112,100,0,0,0,0,823,922,9,3,0,0,31,355,0,0,373,373,101,0,119,0,0,404,6173,1423,505,6173,1423,921,0,0,12,0,0,3,20,9,12676,2373,2705,1919,950,240066,EUW1_7275124164
0,0,34,0,0,117,100,0,0,0,0,740,1017,9,3,0,0,32,355,0,0,384,413,15,0,963,104,0,470,11771,1736,768,11876,1736,1250,0,0,12,0,0,4,36,9,12620,2231,7415,2763,1571,300144,EUW1_7275124164
0,0,38,0,0,149,100,0,0,0,0,1067,1115,10,3,0,0,34,355,0,0,371,454,16,0,331,523,0,470,15492,1736,852,16015,1736,1334,0,0,12,0,0,5,47,9,11058,4514,13995,3081,2028,360148,EUW1_7275124164
0,0,42,0,0,154,100,0,0,0,0,920,1217,11,3,0,0,35,404,0,0,144,497,18,0,680,676,0,603,23236,3376,1099,23912,3376,1715,0,0,12,0,4,6,54,9,12007,1490,13995,3430,2573,420149,EUW1_7275124164
0,0,42,0,0,154,100,0,0,0,0,1217,1217,11,3,0,0,35,390,0,0,403,497,18,0,335,1345,0,693,27131,3376,1185,28477,3376,1891,0,0,12,0,4,6,65,9,13309,3477,25802,3785,3066,480176,EUW1_7275124164
0,0,46,0,0,168,117,0,0,0,0,668,1323,12,3,0,0,36,448,0,0,249,542,19,0,678,1345,0,1706,32862,4312,1597,34913,4973,4016,705,661,712,0,4,7,77,9,11371,1055,29583,4133,3553,540212,EUW1_7275124164
0,0,46,0,0,169,100,0,0,0,0,1323,1323,12,3,0,0,36,390,0,0,461,542,19,0,606,1345,0,1706,34588,4882,1956,37060,5941,4772,1126,1058,1109,0,4,7,79,9,10926,1414,32424,4661,3757,600236,EUW1_7275124164
0,0,51,0,0,175,100,0,0,0,0,469,1432,13,3,0,0,37,390,0,0,310,588,21,0,1026,2506,0,2474,42287,5569,2383,46020,6627,6011,1226,1058,1154,0,4,8,92,9,11678,1484,45522,5081,4330,660248,EUW1_7275124164
0,0,51,0,0,215,100,0,0,0,0,1432,1432,13,3,0,0,37,544,0,0,541,588,21,0,59,2506,0,2474,48714,5569,2389,52483,6627,6017,1262,1058,1154,0,4,8,102,9,14015,13087,45522,5514,4883,720272,EUW1_7275124164
0,0,55,0,0,224,100,0,0,0,0,1546,1546,14,3,0,0,38,390,0,0,491,637,22,0,451,2506,0,2474,55093,5569,2389,58862,6627,6017,1262,1058,1154,0,4,9,114,9,12616,4222,47326,5906,5544,780298,EUW1_7275124164
0,0,55,0,0,225,100,0,0,0,0,0,1546,14,3,0,0,38,390,0,0,344,637,22,0,1151,2722,216,3514,63102,7869,3200,68169,10226,9256,2344,2141,2541,0,4,9,124,9,13745,4107,56854,6606,6075,840313,EUW1_7275124164
0,0,60,0,0,270,100,0,0,0,0,1583,1583,16,0,0,0,40,390,0,0,616,687,24,0,162,2722,216,3514,65029,7869,3200,70097,10226,9256,2344,2141,2541,0,4,10,129,9,11787,4739,58724,6812,6290,900321,EUW1_7275124164
0,0,60,0,0,270,100,0,0,0,0,301,1583,16,0,0,0,40,390,0,0,570,687,24,0,894,2722,216,4800,72415,8993,3264,77796,11422,10635,2657,2211,2570,0,4,10,141,9,13215,4173,70434,7549,6857,960343,EUW1_7275124164
0,0,60,0,0,281,100,0,0,0,0,1583,1583,111,0,0,0,40,438,0,0,561,687,24,0,560,2722,216,4800,75289,8993,3264,80758,11422,10635,2745,2211,2570,0,4,10,146,9,10457,6569,73707,7820,7159,1020368,EUW1_7275124164
0,0,65,0,0,291,100,0,0,0,0,1407,1703,17,0,0,0,41,390,0,0,398,738,26,0,969,3649,216,5158,83352,10725,3370,89840,13154,11099,2837,2211,2570,0,8,11,152,9,12181,3337,92312,8229,7619,1080393,EUW1_7275124164
0,0,65,0,0,291,100,0,0,0,0,1338,1703,17,0,0,0,41,390,0,0,314,738,26,0,1566,4131,216,5376,90617,10725,3381,97670,13154,11353,2921,2211,2594,0,8,11,158,9,14101,7049,97924,8826,8113,1140412,EUW1_7275124164
